,index,Brand_Name,Product_Name,Types,Price,Size_ml,Rating,Product_ID,Reviews,Prize_size_ratio,Bayesian_Average,Without Parabens,Without Sulfates,Vegan,Clean at Sephora,CrueltyFree,Oil Free,Fragrance Free,Alcohol Free,Gluten Free,Normal,Dry,Oily,Combination,Sensitive,Dryness,Uneven Texture,Wrinkles,Pores,Oiliness,Acne,Blemishes,Link
1619,29,Glow Recipe,Watermelon Glow AHA Night Treatment,Moisturizers,53.0,60.6,4.6892,P501254,724.0,0.8745874587458745,4.6728656262864865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/watermelon-glow-aha-night-treatment-P501254?skuId=2535151&icid2=products grid:p501254:product
1620,29,Glow Recipe,Watermelon Glow AHA Night Treatment,Moisturizers,53.0,60.6,4.6892,P501254,724.0,0.8745874587458745,4.6728656262864865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/watermelon-glow-aha-night-treatment-P501254?skuId=2535151&icid2=products grid:p501254:product
1621,35,Glow Recipe,Watermelon Glow AHA Night Treatment,FaceSerum,53.0,60.6,4.6841,P501254,725.0,0.8745874587458745,4.667970459230254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/watermelon-glow-aha-night-treatment-P501254?skuId=2535151&icid2=products grid:p501254:product
1622,35,Glow Recipe,Watermelon Glow AHA Night Treatment,FaceSerum,53.0,60.6,4.6841,P501254,725.0,0.8745874587458745,4.667970459230254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/watermelon-glow-aha-night-treatment-P501254?skuId=2535151&icid2=products grid:p501254:product
1623,35,Glow Recipe,Watermelon Glow AHA Night Treatment,FaceSerum,53.0,60.6,4.6841,P501254,725.0,0.8745874587458745,4.667970459230254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/watermelon-glow-aha-night-treatment-P501254?skuId=2535151&icid2=products grid:p501254:product
1624,35,Glow Recipe,Watermelon Glow AHA Night Treatment,FaceSerum,53.0,60.6,4.6841,P501254,725.0,0.8745874587458745,4.667970459230254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/watermelon-glow-aha-night-treatment-P501254?skuId=2535151&icid2=products grid:p501254:product
1625,369,Murad,Invisiblur Perfecting Shield,FaceSerum,92.0,30.0,3.9616,P447506,729.0,3.066666666666667,3.97135937214438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/invisiblur-perfecting-shield-P447506?skuId=2233831&icid2=products grid:p447506:product
1626,0,Glow Recipe,Watermelon Glow AHA Night Treatment,FacialPeels,53.0,60.6,4.6804,P501254,729.0,0.8745874587458745,4.664487943572952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/watermelon-glow-aha-night-treatment-P501254?skuId=2535151&icid2=products grid:p501254:product
1627,0,Glow Recipe,Watermelon Glow AHA Night Treatment,FacialPeels,53.0,60.6,4.6804,P501254,729.0,0.8745874587458745,4.664487943572952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/watermelon-glow-aha-night-treatment-P501254?skuId=2535151&icid2=products grid:p501254:product
1628,0,Glow Recipe,Watermelon Glow AHA Night Treatment,FacialPeels,53.0,60.6,4.6804,P501254,729.0,0.8745874587458745,4.664487943572952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/watermelon-glow-aha-night-treatment-P501254?skuId=2535151&icid2=products grid:p501254:product
1629,0,Glow Recipe,Watermelon Glow AHA Night Treatment,FacialPeels,53.0,60.6,4.6804,P501254,729.0,0.8745874587458745,4.664487943572952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/watermelon-glow-aha-night-treatment-P501254?skuId=2535151&icid2=products grid:p501254:product
1630,15,Glow Recipe,Watermelon Glow AHA Night Treatment,Masks,53.0,60.6,4.679,P501254,732.0,0.8745874587458745,4.663200639448157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/watermelon-glow-aha-night-treatment-P501254?skuId=2535151&icid2=products grid:p501254:product
1631,15,Glow Recipe,Watermelon Glow AHA Night Treatment,Masks,53.0,60.6,4.679,P501254,732.0,0.8745874587458745,4.663200639448157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/watermelon-glow-aha-night-treatment-P501254?skuId=2535151&icid2=products grid:p501254:product
1632,15,Glow Recipe,Watermelon Glow AHA Night Treatment,Masks,53.0,60.6,4.679,P501254,732.0,0.8745874587458745,4.663200639448157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/watermelon-glow-aha-night-treatment-P501254?skuId=2535151&icid2=products grid:p501254:product
1633,15,Glow Recipe,Watermelon Glow AHA Night Treatment,Masks,53.0,60.6,4.679,P501254,732.0,0.8745874587458745,4.663200639448157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/watermelon-glow-aha-night-treatment-P501254?skuId=2535151&icid2=products grid:p501254:product
1634,82,goop,GOOPGENES AllInOne Nourishing Face Cream,Moisturizers,130.0,51.0,4.2846,P460578,738.0,2.549019607843137,4.282844556001506,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
1635,42,Dr. Jart+,Cicapair™ Tiger Grass Sleepair Intensive Mask,Masks,54.0,101.39999999999999,4.5464,P467615,743.0,0.5325443786982249,4.535475954988509,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,https://www.sephora.com/ca/en/product/dr-jart-cicapair-tiger-grass-sleepair-intensive-mask-P467615?skuId=2425874&icid2=products grid:p467615:product
1636,34,Glow Recipe,Guava Vitamin C Dark Spot Treatment Serum,FaceSerum,59.0,30.0,4.2603,P475543,749.0,1.9666666666666666,4.25941492956334,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/glow-recipe-guava-vitamin-c-dark-spot-treatment-serum-P475543?skuId=2479228&icid2=products grid:p475543:product
1637,10,The Ordinary,Alpha Arbutin 2% + HA Hyperpigmentation Serum,FaceSerum,12.9,30.0,4.0451,P427412,754.0,0.43,4.0516602885290025,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/the-ordinary-deciem-alpha-arbutin-2-ha-P427412?skuId=2031441&icid2=products grid:p427412:product
1638,128,Josie Maran,Argan Beta Retinol Pink Algae Serum,FaceSerum,91.0,25.5,4.4132,P454084,760.0,3.5686274509803924,4.407081684042123,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,https://www.sephora.com/ca/en/product/josie-maran-argan-beta-retinoid-pink-algae-serum-P454084?skuId=2321560&icid2=products grid:p454084:product
1639,51,Skinfix,Barrier+ Skin Barrier Niacinamide Restoring Gel Cream,Moisturizers,62.0,51.0,4.5354,P481739,762.0,1.2156862745098038,4.5251154440318775,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/skinfix-barrier-skin-barrier-restoring-gel-cream-P481739?skuId=2532547&icid2=products grid:p481739:product
1640,57,tarte,Knockout Tingle Treatment Toner,Toners,51.0,150.0,4.1563,P427427,774.0,0.34,4.158948171462112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/knockout-tingling-treatment-P427427?skuId=2022853&icid2=products grid:p427427:product
1641,14,Fenty Skin,Hydra Vizor Invisible Moisturizer Broad Spectrum SPF 30,Moisturizers,49.0,51.0,4.0129,P467023,776.0,0.9607843137254902,4.020363244509529,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,https://www.sephora.com/ca/en/product/fenty-skin-hydra-vizor-invisible-moisturizer-broad-spectrum-spf-30-P467023?skuId=2418960&icid2=products grid:p467023:product
1642,13,The INKEY List,Peptide Moisturizer,Moisturizers,20.49,51.0,3.7936,P464820,780.0,0.4017647058823529,3.808363426692877,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,https://www.sephora.com/ca/en/product/the-inkey-list-peptide-moisturizer-P464820?skuId=2404507&icid2=products grid:p464820:product
1643,35,Murad,"AHA,BHA Exfoliating Cleanser",Exfoliators,60.0,202.5,4.4981,P4010,789.0,0.2962962962962963,4.489389933016117,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1644,95,Murad,"AHA,BHA Exfoliating Cleanser",Cleaners,60.0,202.5,4.4981,P4010,789.0,0.2962962962962963,4.489389933016117,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1645,232,MILK MAKEUP,Vegan Milk Cleanser,Cleaners,40.0,120.0,4.4259,P456126,789.0,0.3333333333333333,4.419578903604353,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/milk-makeup-vegan-milk-cleanser-P456126?skuId=2306330&icid2=products grid:p456126:product
1646,37,Peter Thomas Roth,Water Drench® Broad Spectrum SPF 45 Hyaluronic Cloud Moisturizer,Sunscreen,72.0,51.0,4.3329,P472822,799.0,1.411764705882353,4.329695381768949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/peter-thomas-roth-water-drench-reg-broad-spectrum-spf-45-hyaluronic-cloud-moisturizer-P472822?skuId=2450468&icid2=products grid:p472822:product
1647,37,Peter Thomas Roth,Water Drench® Broad Spectrum SPF 45 Hyaluronic Cloud Moisturizer,Sunscreen,72.0,51.0,4.3329,P472822,799.0,1.411764705882353,4.329695381768949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/peter-thomas-roth-water-drench-reg-broad-spectrum-spf-45-hyaluronic-cloud-moisturizer-P472822?skuId=2450468&icid2=products grid:p472822:product
1648,7,Peter Thomas Roth,Water Drench® Broad Spectrum SPF 45 Hyaluronic Cloud Moisturizer,Moisturizers,72.0,51.0,4.3254,P472822,802.0,1.411764705882353,4.322451248903681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/peter-thomas-roth-water-drench-reg-broad-spectrum-spf-45-hyaluronic-cloud-moisturizer-P472822?skuId=2450468&icid2=products grid:p472822:product
1649,7,Peter Thomas Roth,Water Drench® Broad Spectrum SPF 45 Hyaluronic Cloud Moisturizer,Moisturizers,72.0,51.0,4.3254,P472822,802.0,1.411764705882353,4.322451248903681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/peter-thomas-roth-water-drench-reg-broad-spectrum-spf-45-hyaluronic-cloud-moisturizer-P472822?skuId=2450468&icid2=products grid:p472822:product
1650,7,Dr. Barbara Sturm,Mini Face Cream,Moisturizers,89.0,15.0,4.241,P464233,809.0,5.933333333333334,4.240801776723865,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/dr-barbara-sturm-mini-face-cream-P464233?skuId=2381465&icid2=products grid:p464233:product
1651,5,Dr. Barbara Sturm,Face Cream,Moisturizers,290.0,50.699999999999996,4.241,P447781,809.0,5.71992110453649,4.240801776723865,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/dr-barbara-sturm-face-cream-P447781?skuId=2269967&icid2=products grid:p447781:product
1652,189,Kate Somerville,EradiKate Daily Cleanser,Cleaners,57.0,120.0,4.2086,P416072,810.0,0.475,4.2094471748400855,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,https://www.sephora.com/ca/en/product/eradikate-daily-cleanser-P416072?skuId=1904341&icid2=products grid:p416072:product
1653,189,Kate Somerville,EradiKate Daily Cleanser,Cleaners,57.0,120.0,4.2086,P416072,810.0,0.475,4.2094471748400855,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,https://www.sephora.com/ca/en/product/eradikate-daily-cleanser-P416072?skuId=1904341&icid2=products grid:p416072:product
1654,55,Kate Somerville,EradiKate Daily Cleanser,Blemishacne,57.0,120.0,4.2086,P416072,810.0,0.475,4.2094471748400855,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,https://www.sephora.com/ca/en/product/eradikate-daily-cleanser-P416072?skuId=1904341&icid2=products grid:p416072:product
1655,55,Kate Somerville,EradiKate Daily Cleanser,Blemishacne,57.0,120.0,4.2086,P416072,810.0,0.475,4.2094471748400855,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,https://www.sephora.com/ca/en/product/eradikate-daily-cleanser-P416072?skuId=1904341&icid2=products grid:p416072:product
1656,50,CLINIQUE,7 Day Face Scrub Cream RinseOff Formula,Exfoliators,34.0,102.0,4.5321,P122661,810.0,0.3333333333333333,4.522511690969117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1657,81,goop,GOOPGLOW Glow Lotion,Moisturizers,75.0,51.0,4.0638,P471029,815.0,1.4705882352941178,4.069285374514432,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,https://www.sephora.com/ca/en/product/goop-goopglow-glow-lotion-P471029?skuId=2459162&icid2=products grid:p471029:product
1658,333,Dr. Barbara Sturm,Glow Drops,FaceSerum,195.0,30.0,4.0601,P447782,815.0,6.5,4.065704020595192,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/dr-barbara-sturm-glow-drops-P447782?skuId=2269926&icid2=products grid:p447782:product
1659,141,CLINIQUE,RinseOff Foaming Cleanser,Cleaners,31.0,150.0,4.4933,P122762,821.0,0.20666666666666667,4.485071444977772,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,
1660,6,Farmacy,Deep Sweep 2% BHA Pore Cleaning Toner with Moringa + Papaya,Toners,41.0,120.0,4.4848,P459141,823.0,0.3416666666666667,4.476860806283708,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/farmacy-deep-sweep-2-bha-pore-cleaning-toner-with-moringa-papaya-P459141?skuId=2328359&icid2=products grid:p459141:product
1661,80,Farmacy,10% Waterless Vitamin C Serum,FaceSerum,64.0,30.0,4.4315,P482676,825.0,2.1333333333333333,4.425268527395717,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/farmacy-10-waterless-vitamin-c-serum-P482676?skuId=2563583&icid2=products grid:p482676:product
1662,51,Murad,EssentialC Day Moisture Broad Spectrum SPF 30,Moisturizers,87.0,51.0,4.2485,P392467,829.0,1.7058823529411764,4.248069842688261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1663,40,SKII,SKINPOWER Airy Milky Lotion,Moisturizers,226.0,51.0,4.2647,P468409,831.0,4.431372549019608,4.263761055176167,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,
1664,67,GUERLAIN,Abeille Royale AntiAging Fortifying Lotion Toner,Toners,102.0,150.0,4.2566,P461451,834.0,0.68,4.25591833372956,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,
1665,82,Charlotte Tilbury,Charlotte’s Magic Eye Cream with Retinol,Eyecare,80.0,15.0,4.3539,P433521,842.0,5.333333333333333,4.350201479103742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/magic-eye-rescue-cream-P433521?skuId=2486223&icid2=products grid:p433521:product
1666,128,Tata Harper,Resurfacing BHA Glow Mask,Masks,86.0,30.0,4.3471,P379707,847.0,2.8666666666666667,4.34363270633999,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,https://www.sephora.com/ca/en/product/resurfacing-mask-P379707?skuId=1540418&icid2=products grid:p379707:product
1667,13,Lancôme,Clarifique Exfoliating & Hydrating Face Essence with Glycolic Acid,Moisturizers,120.0,150.0,4.6434,P470536,847.0,0.8,4.630779273845711,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,https://www.sephora.com/ca/en/product/lancome-clarifique-exfoliating-hydrating-face-essence-with-glycolic-acid-P470536?skuId=2425106&icid2=products grid:p470536:product
1668,197,Murad,Clarifying Cream Cleanser,Cleaners,51.0,201.0,4.3638,P464272,852.0,0.2537313432835821,4.35983946000131,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,https://www.sephora.com/ca/en/product/murad-clarifying-cream-cleanser-P464272?skuId=2402360&icid2=products grid:p464272:product
1669,42,OLEHENRIKSEN,Strength Trainer Peptide Boost Moisturizer,Moisturizers,66.0,51.0,4.5661,P479339,855.0,1.2941176470588236,4.555960074082938,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,https://www.sephora.com/ca/en/product/ole-henriksen-strength-trainer-peptide-boost-moisturizer-P479339?skuId=2547917&icid2=products grid:p479339:product
1670,43,Kiehl's Since 1851,Ultra Facial Cleanser,Cleaners,34.0,150.0,4.3712,P422007,862.0,0.22666666666666666,4.367059263600845,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,https://www.sephora.com/ca/en/product/ultra-facial-cleanser-P422007?skuId=1988567&icid2=products grid:p422007:product
1671,43,Kiehl's Since 1851,Ultra Facial Cleanser,Cleaners,34.0,150.0,4.3712,P422007,862.0,0.22666666666666666,4.367059263600845,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,https://www.sephora.com/ca/en/product/kiehls-ultra-facial-cleanser-P505259?skuId=2666428&icid2=products grid:p505259:product
1672,43,Kiehl's Since 1851,Ultra Facial Cleanser,Cleaners,34.0,150.0,4.3712,P422007,862.0,0.22666666666666666,4.367059263600845,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,https://www.sephora.com/ca/en/product/ultra-facial-cleanser-P422007?skuId=1988567&icid2=products grid:p422007:product
1673,13,Kiehl's Since 1851,Ultra Facial Cleanser,Makeupremovers,33.5,150.0,4.3727,P422007,864.0,0.22333333333333333,4.3685231036376555,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,https://www.sephora.com/ca/en/product/ultra-facial-cleanser-P422007?skuId=1988567&icid2=products grid:p422007:product
1674,13,Kiehl's Since 1851,Ultra Facial Cleanser,Makeupremovers,33.5,150.0,4.3727,P422007,864.0,0.22333333333333333,4.3685231036376555,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,https://www.sephora.com/ca/en/product/kiehls-ultra-facial-cleanser-P505259?skuId=2666428&icid2=products grid:p505259:product
1675,13,Kiehl's Since 1851,Ultra Facial Cleanser,Makeupremovers,33.5,150.0,4.3727,P422007,864.0,0.22333333333333333,4.3685231036376555,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,https://www.sephora.com/ca/en/product/ultra-facial-cleanser-P422007?skuId=1988567&icid2=products grid:p422007:product
1676,178,Shiseido,Ultimune Power Infusing AntiAging Serum,FaceSerum,95.0,30.0,4.5483,P481161,870.0,3.1666666666666665,4.538865424014662,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,
1677,12,OLEHENRIKSEN,PoreBalance™ Facial Sauna Scrub,Exfoliators,45.0,90.0,4.5597,P418872,879.0,0.5,4.5500194098688205,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1678,325,Dr. Barbara Sturm,Hyaluronic Serum,FaceSerum,410.0,30.0,3.9386,P447212,879.0,13.666666666666666,3.9474290125178273,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/dr-barbara-sturm-hyaluronic-serum-P447212?skuId=2269892&icid2=products grid:p447212:product
1679,92,Farmacy,Clean Bee Ultra Gentle Facial Cleanser,Cleaners,36.0,150.0,4.0341,P431187,881.0,0.24,4.040069807644439,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/clean-bee-ultra-gentle-facial-cleanser-P431187?skuId=2046597&icid2=products grid:p431187:product
1680,60,OLEHENRIKSEN,Wrinkle Blur™ Bakuchiol Eye Gel Crème,Eyecare,66.0,15.0,4.3939,P469213,886.0,4.4,4.389196807602576,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,https://www.sephora.com/ca/en/product/ole-henriksen-wrinkle-blur-bakuchiol-eye-gel-creme-P469213?skuId=2434942&icid2=products grid:p469213:product
1681,2,The Ordinary,Squalane Cleanser,Cleaners,21.7,150.0,4.0068,P444718,888.0,0.14466666666666667,4.013529710755357,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/the-ordinary-squalane-cleanser-P444718?skuId=2278091&icid2=products grid:p444718:product
1682,61,Murad,Clarifying Toner,Toners,39.0,180.0,4.318,P4015,890.0,0.21666666666666667,4.315552110513796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/clarifying-toner-P4015?skuId=654236&icid2=products grid:p4015:product
1683,61,Murad,Clarifying Toner,Toners,39.0,180.0,4.318,P4015,890.0,0.21666666666666667,4.315552110513796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/clarifying-toner-P4015?skuId=654236&icid2=products grid:p4015:product
1684,11,Topicals,Mini Faded Serum for Dark Spots & Discoloration,FaceSerum,24.0,15.0,3.6742,P484080,890.0,1.6,3.6907080538071444,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,https://www.sephora.com/ca/en/product/topicals-mini-faded-serum-for-dark-spots-discoloration-P484080?skuId=2571156&icid2=products grid:p484080:product
1685,23,Topicals,Faded Serum for Dark Spots & Discoloration,FaceSerum,49.0,51.0,3.6742,P470259,890.0,0.9607843137254902,3.6907080538071444,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,https://www.sephora.com/ca/en/product/topicals-faded-serum-for-dark-spots-discoloration-P470259?skuId=2457042&icid2=products grid:p470259:product
1686,52,Murad,Clarifying Toner,Blemishacne,39.0,180.0,4.318,P4015,890.0,0.21666666666666667,4.315552110513796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/clarifying-toner-P4015?skuId=654236&icid2=products grid:p4015:product
1687,52,Murad,Clarifying Toner,Blemishacne,39.0,180.0,4.318,P4015,890.0,0.21666666666666667,4.315552110513796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/clarifying-toner-P4015?skuId=654236&icid2=products grid:p4015:product
1688,76,Farmacy,Mini 10% Niacinamide Night Mask,Moisturizers,34.0,25.5,4.6827,P504022,895.0,1.3333333333333333,4.669585450478471,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,https://www.sephora.com/ca/en/product/farmacy-mini-10-niacinamide-night-mask-P504022?skuId=2644318&icid2=products grid:p504022:product
1689,76,Farmacy,Mini 10% Niacinamide Night Mask,Moisturizers,34.0,25.5,4.6827,P504022,895.0,1.3333333333333333,4.669585450478471,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,https://www.sephora.com/ca/en/product/farmacy-mini-10-niacinamide-night-mask-P504022?skuId=2644318&icid2=products grid:p504022:product
1690,147,Summer Fridays,CC Me Vitamin C + Niacinamide Serum,FaceSerum,88.0,30.0,4.0893,P449180,896.0,2.933333333333333,4.093558055624215,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,https://www.sephora.com/ca/en/product/cc-me-vitamin-c-serum-P449180?skuId=2224061&icid2=products grid:p449180:product
1691,38,Farmacy,10% Niacinamide Night Mask,Masks,57.0,51.0,4.6773,P479318,905.0,1.1176470588235294,4.664482602297372,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,https://www.sephora.com/ca/en/product/farmacy-10-niacinamide-night-mask-P479318?skuId=2551968&icid2=products grid:p479318:product
1692,27,Farmacy,Mini 10% Niacinamide Night Mask,Masks,34.0,25.5,4.6773,P504022,905.0,1.3333333333333333,4.664482602297372,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,https://www.sephora.com/ca/en/product/farmacy-mini-10-niacinamide-night-mask-P504022?skuId=2644318&icid2=products grid:p504022:product
1693,27,Farmacy,Mini 10% Niacinamide Night Mask,Masks,34.0,25.5,4.6773,P504022,905.0,1.3333333333333333,4.664482602297372,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,https://www.sephora.com/ca/en/product/farmacy-mini-10-niacinamide-night-mask-P504022?skuId=2644318&icid2=products grid:p504022:product
1694,142,fresh,Black Tea Instant Perfecting Mask,Masks,125.0,99.0,4.2919,P217513,908.0,1.2626262626262625,4.2902529254985575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/black-tea-instant-perfecting-mask-P217513?skuId=1100742&icid2=products grid:p217513:product
1695,60,Farmacy,FILLING GOOD hyaluronic acid plumping serum,FaceSerum,62.0,30.0,4.3191,P471025,912.0,2.066666666666667,4.3166778331641655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/farmacy-filling-good-hyaluronic-acid-plumping-serum-P471025?skuId=2449924&icid2=products grid:p471025:product
1696,140,Kiehl's Since 1851,Clearly Corrective Dark Spot Correcting Serum,FaceSerum,40.0,15.0,3.8478,P422022,913.0,2.6666666666666665,3.8589177503629273,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,https://www.sephora.com/ca/en/product/clearly-corrective-dark-spot-solution-P422022?skuId=2463024&icid2=products grid:p422022:product
1697,3,Glow Recipe,Guava Vitamin C BrightEye Gel Cream,Eyecare,46.0,15.0,4.5109,P501760,914.0,3.066666666666667,4.5029796868662615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1698,6,The INKEY List,Succinic Acid Treatment,Blemishacne,12.99,15.0,3.8503,P467656,915.0,0.866,3.861322489746445,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,https://www.sephora.com/ca/en/product/the-inkey-list-succinic-acid-P467656?skuId=2424240&icid2=products grid:p467656:product
